Entity,Code,Year,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Solar Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Wind Consumption - EJ,Geo Biomass Other - EJ,Biofuels (TWh)
Africa,,1965,325.9006370558178,9.54376193500344,323.49639717966625,0,38.62679527566983,0,0,0,0
Africa,,1966,356.7096296707838,10.66992473593296,323.12245192848803,0,43.083379293095305,0,0,0,0
Africa,,1967,353.8333206142023,10.545678036535682,330.29184890869834,0,44.97402586559191,0,0,0,0
Africa,,1968,373.394345206715,10.688978351175841,343.5131855519147,0,52.60654365418459,0,0,0,0
Africa,,1969,378.53626766316086,12.492009793599843,346.64319888571225,0,61.39140917091306,0,0,0,0
Africa,,1970,418.4069642926481,15.52033741626,360.75718805752507,0,76.75125533304406,0,0,0,0
Africa,,1971,473.04083713961427,18.405278422100295,383.0126251587078,0,72.25947698557422,0,0,0.45555592,0
Africa,,1972,512.7272658340456,24.67067666239796,384.2111106324343,0,82.31450033870316,0,0,0.4583337,0
Africa,,1973,551.4413746062523,39.55182307303287,408.9106805335994,0,87.07147952249736,0,0,0.4722226,0
Africa,,1974,570.029427277027,44.51852299627102,425.6465667594671,0,99.07528561949009,0,0,0.48611150000000003,0
Africa,,1975,596.4245608872503,53.63842038179921,451.0808644982502,0,104.7722226264833,0,0,0.47777816,0
Africa,,1976,662.2096618302528,60.981438735887515,481.07454092765545,0,116.10462966089608,0,0,0.5138893000000001,0
Africa,,1977,701.1046336444944,68.23424549949551,491.6988484698002,0,127.58001351540415,0,0,0.52500042,0
Africa,,1978,738.154264981634,97.36997570725686,477.81596515422194,0,128.63048829479442,0,0,0.5416671000000001,0
Africa,,1979,787.1318891810631,148.84293502886834,507.2474022172611,0,137.6813128779622,0,0,0.5583337800000001,0
Africa,,1980,832.8757351260052,186.9141267314062,543.5574942859977,0,134.1995083480633,0,0,0.5750004599999999,0
Africa,,1981,886.3779957854238,228.49133878947598,635.7992920125267,0,139.42485060054264,0,0,0.6055560400000001,0
Africa,,1982,930.5405334189701,246.73374611145454,701.1764434566644,0,139.46188138822754,0,0,0.6555560800000001,0
Africa,,1983,962.147472387829,271.2755640154618,713.2466178427462,0,125.68665627666265,0,0,0.6388894,0
Africa,,1984,982.6383255427677,259.9029883547677,762.8984820846142,0,123.583358087231,10.902786500000001,0,0.6500005200000001,0
Africa,,1985,1004.7320649004535,278.842970125917,787.1665191197756,0,137.36034614362902,14.763900700000002,0,0.74722282,0
Africa,,1986,989.8467066015153,313.27145321742876,805.3567406857994,0,142.07059504904873,24.45279734,0,1.8305570200000003,0
Africa,,1987,1039.8894096455733,323.3846158554524,828.3203949443832,0,136.26805431553544,17.13056926,0,1.8277792400000001,0
Africa,,1988,1088.3852269512852,358.44482736823807,890.161516909319,0,148.87083119973607,29.14724554,0,1.7388902800000001,0
Africa,,1989,1128.5453173801013,371.4713382786329,835.6215303379313,0,156.32294385583032,30.830580220000005,0,1.71389026,0
Africa,,1990,1146.3692701637717,398.645703349802,877.8105637604059,0,159.04084701934804,23.46946322,0,2.12703321070673,0
Africa,,1991,1154.3057457484717,401.6359142923716,853.1952510666965,0,168.47649148320204,25.40002032,0,2.1888906400000003,0
Africa,,1992,1180.9376422201722,421.27059442883103,858.3014348141459,0,160.7231610356671,25.800021430686854,0,2.289585165246264,0
Africa,,1993,1194.6893177106201,412.64430749551525,871.6159036864847,0,157.45153503871117,20.152794046748173,0.005555560000000001,2.5436131461216833,0
Africa,,1994,1222.24395185161,431.8282978148536,894.1694460778457,0,159.9891517887485,26.936132253326093,0.015000012000000002,2.280557380115889,0
Africa,,1995,1264.993981294345,461.2438667398149,921.8035775467943,0,166.0247908049125,31.39169020013679,0.017500014,2.83528004606375,0
Africa,,1996,1296.4616668319068,484.19213551567634,934.5525861711349,0,173.10141257603044,32.70835973817491,0.019722238,3.5002613777954457,0
Africa,,1997,1331.6214510586672,474.47591574188175,958.3221658137444,0,177.36819067839573,35.13058331299639,0.020000016000000002,3.8573375531226017,0
Africa,,1998,1363.8182209826205,499.33739383579,936.3080277854286,0,185.1526144531853,37.78058424665933,0.021111128000000003,4.76264071454433,0
Africa,,1999,1412.7945296846588,504.020010703186,965.481392408621,0,196.34532739984712,35.65836151683945,0.055000044,4.7114615440763865,0
Africa,,2000,1420.6438330971853,556.8228017092545,963.274685704121,0.03650280698728501,209.0163244823414,36.138918063155494,0.48888928000000004,6.302958258736851,0
Africa,,2001,1438.9694389834942,642.666668033651,975.5884425306687,0.04514938675382107,223.1641314925838,29.58167852708278,1.1482736458909097,6.444971834032121,0
Africa,,2002,1465.1101391735822,681.2646711723314,934.1016747009393,0.05338829613247358,233.56227688643096,32.878573144234146,1.219021620377808,6.269166305651615,0
Africa,,2003,1504.2620115889272,723.7250415125784,1016.7134554752414,0.0627393405453373,225.77489613311988,34.49858317746808,1.474421532100385,7.144364689846152,0
Africa,,2004,1575.8780873180895,787.8948483839329,1118.2908937133493,0.07433718846025263,236.60735128460854,36.179501248175626,2.082448893005326,8.077984169388527,0
Africa,,2005,1655.3264611441903,817.3582419524511,1038.032078175715,0.08708743879796642,239.5757424671715,30.37583454678098,2.104510526785697,8.109436867291137,0
Africa,,2006,1666.699448857523,853.0114708991031,1052.76685112246,0.1086744843705949,246.55513453226536,26.79907649795666,2.278872153761406,10.09119203521131,0
