game id,move number,white,white time,white eval,black,black time,black eval
1,1,d4,0:10:00,,Nf6,0:10:00,
1,2,c4,0:09:58,,e5,0:09:59,
1,3,dxe5,0:09:57,,Ng4,0:09:59,
1,4,e6,0:09:55,,fxe6,0:09:53,
1,5,e4,0:09:52,,Nf6,0:09:45,
1,6,e5,0:09:51,,Ng8,0:09:35,
1,7,Bd3,0:09:48,,g6,0:09:19,
1,8,Nf3,0:09:31,,Bg7,0:09:08,
1,9,h4,0:09:27,,Nc6,0:07:42,
1,10,h5,0:09:26,,Nxe5,0:07:33,
1,11,hxg6,0:09:08,,Nxd3+,0:06:43,
1,12,Qxd3,0:09:04,,Qf6,0:06:36,
1,13,gxh7,0:09:00,,Ne7,0:05:33,
1,14,Nc3,0:08:56,,b6,0:05:18,
1,15,Ne4,0:08:53,,Qg6,0:05:05,
1,16,Bf4,0:08:08,,Bb7,0:03:59,
1,17,Nfd2,0:07:44,,Qxg2,0:03:20,
1,18,Ke2,0:07:40,,O-O-O,0:03:10,
1,19,Rag1,0:07:36,,Bxe4,0:03:02,
1,20,Nxe4,0:07:33,,,,
2,1,d4,0:10:00,,Nf6,0:10:00,
2,2,c4,0:09:58,,e5,0:09:58,
2,3,e3,0:09:52,,exd4,0:09:54,
2,4,exd4,0:09:45,,Bb4+,0:09:53,
2,5,Nc3,0:09:41,,O-O,0:09:51,
2,6,a3,0:09:40,,Re8+,0:09:44,
2,7,Be2,0:09:30,,Bxc3+,0:09:39,
2,8,bxc3,0:09:27,,d5,0:09:27,
2,9,cxd5,0:09:09,,Qxd5,0:09:27,
2,10,Nf3,0:09:01,,Qc4,0:08:50,
2,11,Bd2,0:08:13,,Bg4,0:08:37,
2,12,O-O,0:08:06,,Qxe2,0:08:35,
2,13,Qc1,0:07:48,,Bxf3,0:08:31,
2,14,Re1,0:07:40,,Qb5,0:08:00,
2,15,gxf3,0:07:35,,Nbd7,0:07:43,
2,16,Be3,0:07:08,,Qc6,0:07:33,
2,17,Qd1,0:06:50,,h6,0:07:21,
2,18,Rc1,0:06:34,,Nd5,0:07:16,
2,19,c4,0:06:21,,Nxe3,0:07:08,
2,20,fxe3,0:06:20,,Qg6+,0:06:58,
2,21,Kh1,0:06:12,,c6,0:06:50,
2,22,Rg1,0:06:04,,Qe6,0:06:39,
2,23,e4,0:05:55,,Rad8,0:06:18,
2,24,Rg3,0:05:33,,Nf6,0:06:00,
2,25,Rc2,0:04:48,,Nh5,0:05:34,
2,26,Rg4,0:04:31,,g6,0:05:22,
2,27,Qd2,0:04:02,,Kh7,0:05:17,
2,28,Rc1,0:03:19,,Qf6,0:05:11,
2,29,Rf1,0:03:00,,Qxd4,0:04:52,
2,30,Qf4,0:02:44,,Nxf4,0:04:50,
2,31,Rxf4,0:02:34,,Qxc4,0:04:47,
2,32,Rg1,0:02:20,,g5,0:04:38,
2,33,Rf5,0:02:14,,Re7,0:04:18,
