id,date,time,white,black,white elo,black elo,time control,opening code,opening name,length,termination,result,hero points,has eval,has increment,link
1,2021.12.15,21:00:58,VladimirIII,grooney,2225,2217,180+0,A33,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",58,Checkmate,0-1,1,True,False,https://lichess.org/MWIkMwYo
2,2021.12.15,20:54:28,benzemaa,grooney,2176,2212,180+0,D43,Semi-Slav Defense,46,Time forfeit,0-1,1,False,False,https://lichess.org/VGYrBXbq
3,2021.12.15,20:52:42,Dr_GregoryHouse,grooney,2164,2207,180+0,B10,Caro-Kann Defense,27,Resign,0-1,1,False,False,https://lichess.org/2DRF7Luo
4,2021.12.15,20:40:37,Zanks,grooney,2220,2206,180+0,B10,Caro-Kann Defense,75,Checkmate,0-1,1,False,False,https://lichess.org/buhDEYH1
5,2021.12.13,20:39:52,tracsaba,grooney,2236,2212,180+0,B12,"Caro-Kann Defense: Advance Variation, Short Variation",29,Resign,1-0,0,False,False,https://lichess.org/ELgzuTJG
6,2021.12.09,17:32:49,FaisMoiMal,grooney,2218,2221,180+0,B15,Caro-Kann Defense: Tartakower Variation,53,Resign,1/2-1/2,0.5,False,False,https://lichess.org/AlXLRxa4
7,2021.12.08,16:50:59,volfcen,grooney,2181,2216,180+0,B10,Caro-Kann Defense,62,Time forfeit,0-1,1,False,False,https://lichess.org/VbbhpUyK
8,2021.12.06,20:37:17,jusn64,grooney,2254,2227,180+0,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",31,Checkmate,1-0,0,False,False,https://lichess.org/mqnu2833
9,2021.12.04,18:59:08,MaBo91990,grooney,2312,2232,180+0,D15,Slav Defense: Geller Gambit,68,Checkmate,1-0,0,False,False,https://lichess.org/uNzFqKdh
10,2021.12.04,18:54:20,CapivaraTO,grooney,2172,2233,180+0,B12,Caro-Kann Defense: Advance Variation,53,Resign,1/2-1/2,0.5,False,False,https://lichess.org/p4VFVVwn
11,2021.12.04,18:38:49,NewPixel2021,grooney,2273,2233,180+0,D00,Queen's Pawn Game: HĂĽbsch Gambit,4,Resign,0-1,1,False,False,https://lichess.org/kjR9UttB
12,2021.12.04,18:23:09,dim04ka,grooney,2215,2216,180+0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack",24,Checkmate,0-1,1,True,False,https://lichess.org/MYnTUrbZ
13,2021.12.04,14:11:59,law123456789,grooney,2262,2221,180+0,A38,"English Opening: Symmetrical Variation, Full Symmetry Line",35,Checkmate,1-0,0,False,False,https://lichess.org/kNwmf9la
14,2021.12.03,12:41:42,p0sc0,grooney,2220,2229,180+0,B10,Caro-Kann Defense,40,Resign,0-1,1,False,False,https://lichess.org/k0vMaPDa
15,2021.12.03,12:14:33,Als33,grooney,2348,2233,180+0,D02,Queen's Pawn Game: Symmetrical Variation,27,Resign,1-0,0,False,False,https://lichess.org/JvcIsCia
16,2021.12.03,12:01:11,IgorBeli,grooney,2324,2231,180+0,D43,Semi-Slav Defense,32,Time forfeit,0-1,1,True,False,https://lichess.org/aCmQcEQh
17,2021.12.02,17:57:30,totelca-reti,grooney,2320,2224,180+0,B10,Caro-Kann Defense,33,Resign,1/2-1/2,0.5,True,False,https://lichess.org/3vCmxADO
18,2021.12.02,17:54:46,Bernardo2032,grooney,2209,2218,180+0,B12,Caro-Kann Defense: Advance Variation,23,Resign,0-1,1,False,False,https://lichess.org/UM34Sn0q
19,2021.12.02,17:41:46,risbayev_nb,grooney,2206,2213,180+0,B10,Caro-Kann Defense,31,Resign,1-0,0,False,False,https://lichess.org/8aYn8hkZ
20,2021.12.02,17:33:57,olimp123,grooney,2217,2201,180+0,A11,English Opening: Caro-Kann Defensive System,55,Time forfeit,0-1,1,False,False,https://lichess.org/3sRoP6WU
21,2021.12.02,16:07:27,mejmej1352,grooney,2233,2190,180+0,B12,Caro-Kann Defense: Advance Variation,71,Time forfeit,0-1,1,True,False,https://lichess.org/42XbdQWj
22,2021.12.02,16:00:01,bruno1986,grooney,2163,2177,180+0,D10,Slav Defense,38,Resign,0-1,1,False,False,https://lichess.org/IlM6iXUa
23,2021.12.02,15:04:23,Anujan20,grooney,2130,2174,180+0,B14,Caro-Kann Defense: Panov Attack,51,Checkmate,0-1,1,False,False,https://lichess.org/ugGiYbuF
24,2021.12.02,13:34:52,North-Girl,grooney,2164,2175,180+0,A30,English Opening: Symmetrical Variation,30,Checkmate,1-0,0,False,False,https://lichess.org/7A3FoqAN
25,2021.12.02,13:31:27,tajji333,grooney,2261,2179,180+0,D05,Queen's Pawn Game: Colle System,31,Resign,1-0,0,False,False,https://lichess.org/JPdqSA1W
26,2021.12.02,13:28:05,Ayo_12-mate,grooney,2138,2174,180+0,B10,Caro-Kann Defense: Two Knights Attack,30,Checkmate,0-1,1,False,False,https://lichess.org/WS6Q7wdU
27,2021.12.01,17:15:04,ab52,grooney,2351,2221,180+0,B10,Caro-Kann Defense: Two Knights Attack,11,Resign,1-0,0,False,False,https://lichess.org/YP86knD6
28,2021.11.24,21:46:45,Timayus1996,grooney,2216,2226,180+0,B10,Caro-Kann Defense,37,Checkmate,1-0,0,False,False,https://lichess.org/BXErztPF
29,2021.11.24,21:43:39,Mishiev_Mikhail97,grooney,2203,2221,180+0,D02,Queen's Pawn Game: London System,24,Resign,0-1,1,False,False,https://lichess.org/mYFpgYEC
30,2021.11.24,21:02:12,El_Destripador,grooney,2210,2227,180+0,A40,Queen's Pawn Game,37,Resign,0-1,1,False,False,https://lichess.org/VJ7h848Z
31,2021.11.24,20:52:13,Iamyuri,grooney,2235,2238,180+0,B10,Caro-Kann Defense,32,Resign,1-0,0,False,False,https://lichess.org/AHoMCma3
32,2021.11.17,23:35:58,Budjavakobasica,grooney,2223,2244,180+0,A00,Van't Kruijs Opening,50,Checkmate,1-0,0,False,False,https://lichess.org/XaK5qbdN
33,2021.11.17,23:27:40,tonight_chess,grooney,2219,2232,180+0,A36,"English Opening: Symmetrical Variation, Symmetrical Variation",37,Resign,0-1,1,False,False,https://lichess.org/RwnPlsxL
34,2021.11.17,23:22:20,OnkelOnkel,grooney,2339,2225,180+0,B12,"Caro-Kann Defense: Advance Variation, Short Variation",44,Time forfeit,0-1,1,False,False,https://lichess.org/qFEe53YT
35,2021.11.17,22:10:33,DrZblazoo,grooney,2254,2225,180+0,A00,Van Geet Opening: Battambang Variation,75,Time forfeit,0-1,1,False,False,https://lichess.org/BWTJA3lz
