game id,move number,white,white time,white eval,black,black time,black eval
1,1,d4,0:03:00,,Nf6,0:03:00,
1,2,c4,0:03:01,,e5,0:03:01,
1,3,dxe5,0:03:01,,Ng4,0:03:02,
1,4,Nf3,0:03:03,,Bc5,0:03:02,
1,5,e3,0:02:56,,Nc6,0:02:59,
1,6,Be2,0:02:49,,O-O,0:02:55,
1,7,O-O,0:02:48,,Re8,0:02:53,
1,8,a3,0:02:36,,a5,0:02:45,
1,9,Nbd2,0:02:12,,Ngxe5,0:02:42,
1,10,b3,0:02:02,,Ra6,0:02:37,
1,11,Bb2,0:02:02,,Nxf3+,0:02:36,
1,12,Nxf3,0:02:01,,Ne5,0:02:38,
1,13,Nxe5,0:02:00,,Rh6,0:02:28,
1,14,Qd5,0:01:52,,d6,0:02:09,
1,15,Nxf7,0:01:26,,,,
2,1,e4,0:03:00,,e5,0:03:00,
2,2,Nf3,0:02:59,,Nf6,0:02:59,
2,3,Nxe5,0:02:56,,Nc6,0:02:59,
2,4,Nxc6,0:02:55,,dxc6,0:02:59,
2,5,Nc3,0:02:55,,Bc5,0:02:58,
2,6,Qe2,0:02:54,,O-O,0:02:52,
2,7,h3,0:02:54,,Re8,0:02:51,
2,8,d3,0:02:53,,Be6,0:02:38,
2,9,Be3,0:02:50,,Bb6,0:02:35,
2,10,O-O-O,0:02:46,,a5,0:02:24,
2,11,f4,0:02:45,,Bxe3+,0:02:08,
2,12,Qxe3,0:02:44,,Qe7,0:02:03,
2,13,g4,0:02:42,,h6,0:01:57,
2,14,Qg3,0:02:39,,b5,0:01:52,
2,15,g5,0:02:38,,hxg5,0:01:50,
2,16,fxg5,0:02:37,,Nh7,0:01:49,
2,17,h4,0:02:34,,b4,0:01:42,
2,18,Ne2,0:02:24,,Bxa2,0:01:41,
2,19,Nf4,0:02:20,,b3,0:01:30,
2,20,c3,0:02:17,,Rad8,0:01:24,
2,21,g6,0:02:15,,fxg6,0:01:18,
2,22,Qxg6,0:02:14,,Qc5,0:01:15,
2,23,Nh5,0:02:06,,Qe3+,0:01:07,
2,24,Rd2,0:02:04,,Qe1+,0:01:06,
2,25,Rd1,0:02:02,,Qe3+,0:00:48,
2,26,Rd2,0:02:00,,Qe1+,0:00:47,
2,27,Rd1,0:01:59,,Qe3+,0:00:46,
3,1,e4,0:03:00,,e5,0:03:00,
3,2,f4,0:02:59,,d5,0:03:01,
3,3,exd5,0:02:59,,e4,0:03:03,
3,4,Nc3,0:03:00,,Nf6,0:03:03,
3,5,d3,0:02:49,,Bb4,0:03:02,
3,6,Bd2,0:02:48,,exd3,0:03:02,
3,7,Bxd3,0:02:48,,Nxd5,0:02:58,
3,8,Nxd5,0:02:48,,Bxd2+,0:02:59,
3,9,Qxd2,0:02:50,,Qxd5,0:02:58,
3,10,O-O-O,0:02:46,,Qxa2,0:02:57,
3,11,Bb5+,0:02:37,,Bd7,0:02:27,
3,12,Bxd7+,0:02:30,,Nxd7,0:02:29,
3,13,Qxd7+,0:02:30,,Kf8,0:02:30,
3,14,Nf3,0:01:57,,Qa1+,0:02:18,
3,15,Kd2,0:01:58,,Qxb2,0:02:16,
3,16,Rhe1,0:01:21,,Qb4+,0:02:07,
3,17,c3,0:01:22,,Qxf4+,0:02:07,
3,18,Kc2,0:01:22,,g6,0:01:54,
3,19,Rd4,0:00:14,,Qf6,0:01:37,
3,20,g3,0:00:04,,Qxf3,0:01:18,
3,21,Rf4,0:00:05,,Qg2+,0:01:08,
4,1,e4,0:03:00,,e5,0:03:00,
4,2,d4,0:03:02,,exd4,0:03:01,
4,3,c3,0:03:03,,dxc3,0:03:02,
4,4,Bc4,0:03:05,,cxb2,0:02:59,
4,5,Bxb2,0:03:06,,d5,0:03:01,
4,6,Bxd5,0:03:06,,Bb4+,0:03:02,
4,7,Nc3,0:03:01,,Be6,0:02:46,
4,8,Qa4+,0:03:00,,Qd7,0:02:39,
4,9,Qxb4,0:03:01,,Bxd5,0:02:38,
4,10,Nxd5,0:02:57,,Nc6,0:02:38,
4,11,Qc3,0:02:56,,f6,0:02:35,
4,12,Nf3,0:02:57,,O-O-O,0:02:35,
4,13,O-O-O,0:02:53,,Nge7,0:02:32,
4,14,Nb6+,0:02:52,,,,
5,1,e4,0:03:00,0.2,e5,0:03:00,0.12
5,2,f4,0:03:01,-0.52,d5,0:03:00,-0.13
5,3,exd5,0:03:01,-0.2,e4,0:03:00,0.5
5,4,d3,0:03:01,0.33,Nf6,0:02:59,0.71
5,5,dxe4,0:02:59,0.7,Nxe4,0:03:00,0.73
5,6,Nf3,0:03:00,0.52,Bc5,0:02:58,0.91
5,7,Qe2,0:03:00,0.72,Qe7,0:02:58,1.32
5,8,Nbd2,0:02:28,0.21,Nf2,0:02:47,0.35
5,9,Qxe7+,0:02:07,0.0,Kxe7,0:02:49,0.3
5,10,Rg1,0:02:06,-0.91,Ng4,0:02:26,-1.05
5,11,Rh1,0:01:56,-0.9,Bf5,0:02:16,0.98
5,12,Bd3,0:01:47,-0.87,Bxd3,0:02:13,-0.68
5,13,cxd3,0:01:48,-0.67,Nf2,0:02:06,1.16
5,14,Rf1,0:01:42,-2.9,Nxd3+,0:02:05,-2.99
5,15,Kd1,0:01:34,-2.94,Rd8,0:01:58,-3.1
5,16,Ne4,0:01:24,-2.97,Bb6,0:01:51,-2.44
5,17,Ne5,0:01:11,-5.09,Rxd5,0:01:45,-2.91
5,18,Kc2,0:01:01,-4.89,Nxe5,0:01:41,-5.02
5,19,fxe5,0:00:56,-4.86,Rxe5,0:01:42,-5.08
5,20,Kd3,0:00:51,-7.45,Nc6,0:01:41,-7.46
5,21,Bf4,0:00:48,-8.81,Rd8+,0:01:36,-8.77
6,1,d4,0:03:00,,Nf6,0:03:00,
6,2,Nf3,0:03:02,,d5,0:02:59,
6,3,b3,0:03:04,,c5,0:02:59,
6,4,Bb2,0:03:06,,c4,0:02:57,
6,5,Nbd2,0:03:08,,b5,0:02:57,
6,6,bxc4,0:03:08,,bxc4,0:02:56,
6,7,e3,0:03:09,,Bg4,0:02:56,
